C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_427.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_427.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_427.jpg,0,0,0,6.457884E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_491.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_491.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_491.jpg,0,0,0,1.811432E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_558.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_558.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_558.jpg,0,0,0,2.540817E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_631.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_631.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_631.jpg,0,0,0,1.504079E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_699.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_699.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_699.jpg,0,0,0,1.091111E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_773.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_773.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_773.jpg,0,0,0,1.178049E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_845.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_845.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_845.jpg,0,0,0,2.61743E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_917.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_917.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_917.jpg,0,0,0,6.456592E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_56_991.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_56_991.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_56_991.jpg,0,0,0,2.823978E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_064.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_064.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_064.jpg,0,0,0,5.593949E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_137.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_137.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_137.jpg,0,0,0,1.144728E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_210.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_210.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_210.jpg,0,0,0,3.336273E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_282.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_282.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_282.jpg,0,0,0,4.52853E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_356.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_356.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_356.jpg,0,0,0,4.26264E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_428.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_428.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_428.jpg,0,0,0,8.515466E-06
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_503.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_503.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_503.jpg,0,0,0,2.145003E-05
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_569.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_569.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_569.jpg,0,0.2065038,0,0.1212233
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_640.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_640.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_640.jpg,0,0.4183263,0,0.4065149
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_711.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_711.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_711.jpg,0,0.6553614,0,0.918907
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_778.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_778.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_778.jpg,0,0.8361441,0,1.425454
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_849.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_849.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_849.jpg,0,1,0,2.093568
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_921.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_921.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_921.jpg,0,1,0,3.008291
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_57_988.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_57_988.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_57_988.jpg,0,1,0,3.713545
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_057.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_057.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_057.jpg,0,1,0,4.650781
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_124.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_124.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_124.jpg,0,1,0,5.347737
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_193.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_193.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_193.jpg,0,1,0,6.270792
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_262.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_262.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_262.jpg,0,1,0,6.958369
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_337.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_337.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_337.jpg,0,1,0,7.868911
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_407.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_407.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_407.jpg,0,1,0,8.547173
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_476.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_476.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_476.jpg,0,1,0,9.445337
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_543.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_543.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_543.jpg,0,1,0,10.11433
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_611.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_611.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_611.jpg,0,1,0,11.00017
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_683.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_683.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_683.jpg,0,0.9291586,0,11.49328
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_751.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_751.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_751.jpg,0,0.7054857,0,12.35267
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_821.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_821.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_821.jpg,0,0.518853,0,12.90544
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_896.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_896.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_896.jpg,-0.2,0.2735889,0,12.91324
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_58_968.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_58_968.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_58_968.jpg,-0.35,0.1050912,0,12.93429
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_038.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_038.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_038.jpg,-0.5500001,0,0,12.79473
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_107.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_107.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_107.jpg,-0.7,0,0,12.5761
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_179.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_179.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_179.jpg,-0.9000002,0,0,12.34435
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_245.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_245.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_245.jpg,0,0,0,12.18992
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_321.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_321.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_321.jpg,0,0,0,12.04661
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_399.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_399.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_399.jpg,0,0,0,11.95742
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_471.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_471.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_471.jpg,0,0,0,11.89587
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_541.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_541.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_541.jpg,0,0.0525903,0,11.84146
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_726.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_726.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_726.jpg,0,0.0471435,0,12.01932
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_736.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_736.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_736.jpg,0,0,0,11.75479
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_803.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_803.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_803.jpg,0,0,0,11.56162
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_869.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_869.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_869.jpg,0,0,0,11.62842
C:\Users\hi\Desktop\Data_AutonomousCar\IMG\center_2024_10_06_09_29_59_940.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\left_2024_10_06_09_29_59_940.jpg,C:\Users\hi\Desktop\Data_AutonomousCar\IMG\right_2024_10_06_09_29_59_940.jpg,0,0.0535458,0,11.48363
